id,level,word,meaning_en,meaning_tr,meaning_es,meaning_ar,full_entry,article,pos,plural,forms,examples,page
b1_0609,B1,"die Bühne, -n","the stage, -n","sahne, -n","el escenario, -n",المرحلة، -ن,"die Bühne, -n",die,noun,-n,,Er steht gern auf der Bühne.,29
b1_0610,B1,bunt,colorful,renkli,vistoso,ملون,bunt,,word,,,Das bunte Kleid gefällt mir gut.,29
b1_0611,B1,"die Burg, -en","the castle, -en","kale, -tr","el castillo, -es",القلعة، -en,"die Burg, -en",die,noun,-en,,Von der Burg hat man eine schöne Aussicht.,29
b1_0612,B1,"der Bürger, -","the citizen, -","vatandaş, -","el ciudadano, -",المواطن، -,"der Bürger, -",der,noun,-,,EU-Bürgerinnen und Bürger können,29
b1_0613,B1,"die Bürgerin, -nen","the citizen, -nen","vatandaş, -nen","el ciudadano, -nen",المواطن -نين,"die Bürgerin, -nen",die,noun,-nen,,überall in Europa arbeiten.,29
b1_0614,B1,"das Büro, -s","the office, -s","ofis, -s","la oficina, -s",المكتب -س,"das Büro, -s 1.",das,noun,-s 1.,,Unser Büro bleibt samstags geschlossen. || Ich möchte in einem Büro arbeiten.,29
b1_0615,B1,"die Bürste, -n","the brush, -n","fırça, -n","el cepillo, -n",الفرشاة، -ن,"die Bürste, -n 1.",die,noun,-n 1.,,Hast du eine Bürste? || Meine Schuhe sind so schmutzig. || Ich brauche eine Bürste für meine Haare.,29
b1_0616,B1,"die Zahnbürste, -n","the toothbrush, -n","diş fırçası, -n","el cepillo de dientes, -n",فرشاة الأسنان، -ن,"die Zahnbürste, -n",die,noun,-n,,Ich brauche eine neue Zahnbürste.,29
b1_0617,B1,"der Bus, -se","the bus, -se","otobüs, -se","el autobús, -se",الحافلة، -se,"der Bus, -se",der,noun,-se,,Ich fahre meistens mit dem Bus zur Arbeit.,29
b1_0618,B1,die Butter,the butter,tereyağı,la mantequilla,الزبدة,die Butter,die,noun,,,Ich möchte nur Butter aufs Brot.,29
b1_0619,B1,"das Café, -s","the cafe, -s","kafe, -s","el café, -s",المقهى -س,"das Café, -s",das,noun,-s,,Hier in der Nähe ist ein Café. || Lass uns einen Kaffee trinken.,29
b1_0620,B1,"die Cafeteria, -s","the cafeteria, -s","kafeterya, -s","la cafeteria, -s",الكافتيريا،-س,"die Cafeteria, -s",die,noun,-s,,Ich hole mir schnell etwas aus der Cafeteria.,29
b1_0621,B1,"die Chance, -n","the chance, -n","şans, -n","la oportunidad, -n",الفرصة، -ن,"die Chance, -n",die,noun,-n,,"Mein Mann hat gute Chancen, die Stelle zu bekommen.",29
b1_0622,B1,"der Chef, -s","the boss, -s","patron, -s","el jefe, -s",الرئيس -س,"der Chef, -s",der,noun,-s,,"Das kann ich nicht allein entscheiden,",29
b1_0623,B1,"die Chefin, -nen","the boss, -nen","patron, -nen","el jefe, -nen",الرئيس، -نين,"die Chefin, -nen",die,noun,-nen,,da muss ich erst die Chefin fragen.,29
b1_0624,B1,chic/schick,chic/chic,şık/şık,elegante/elegante,أنيقة / أنيقة,chic/schick,,word,,,Ich finde dein Kleid sehr chick.,29
b1_0625,B1,"der Coiffeur, -e","the hairdresser, -e","kuaför, -e","el peluquero, -e",مصفف الشعر، -ه,"der Coiffeur, -e 1.",der,noun,-e 1.,,Du siehst toll aus! || Wer ist dein,29
b1_0626,B1,"die Coiffeuse, -n (CH)","the hairdresser, -n (CH)","kuaför, -n (CH)","el peluquero, -n (CH)",مصفف الشعر، -n (CH),"die Coiffeuse, -n (CH)",die,noun,-n (CH),,Coiffeur?,29
b1_0627,B1,"→D, A: Friseur","→D, A: Friseur","→D, A: kuaför","→D, A: peluquero",→ د، أ: مصفف شعر,"→D, A: Friseur 2.",,other,,,Meine Tochter will Coiffeuse werden.,29
b1_0628,B1,"die Couch, -s","the couch, -s","kanepe, -s","el sofá, -s",الأريكة، -s,"die Couch, -s",die,noun,-s,,Wir haben uns eine Couch und neue Sessel gekauft.,29
b1_0629,B1,"die Creme, -n/-s","the cream, -n/-s","krema, -n/-s","la crema, -n/-s",الكريم -ن/-س,"die Creme, -n/-s 1.",die,noun,-n/-s 1.,,Ich hätte gern eine Creme für die Hände. || Für die Creme habe ich Butter und Schokolade genommen.,29
b1_0630,B1,"der Cousin, -s","the cousin, -s","kuzen, -s","la prima, -s",ابن عم، -س,"der Cousin, -s",der,noun,-s,,Meine Cousine wohnt jetzt in Brasilien.,29
b1_0631,B1,"die Cousine, -n","the cousin, -n","kuzen, -n","la prima, -n",ابن عم، -ن,"die Cousine, -n",die,noun,-n,,,29
b1_0632,B1,"das Couvert, -s (CH) →","the envelope, -s (CH) →","zarf, -s (CH) →","el sobre, -s (CH) →",المغلف، -s (CH) →,"das Couvert, -s (CH) →",das,noun,-s (CH) →,,Ich hätte gern 50 Couverts und,29
b1_0633,B1,Briefumschlag; A: Kuvert,envelope; A: Envelope,mektup; C: Zarf,sobre; R: sobre,ظرف؛ ج: مغلف,Briefumschlag; A: Kuvert,,noun,,,Briefmarken dazu.,29
b1_0634,B1,da,there,Orası,allá,هناك,da 1.,,conjunction,,,"Da drüben ist ein Getränkeautomat. || Was Sie da sagen, ist richtig. || Ich wollte gerade einparken. || Da kam ein Wagen rückwärts aus der Einfahrt. || Wir haben schon geschlossen. || – Da kann man nichts machen. || Da Sie keinen Mitgliedsausweis haben, ist es etwas teurer. || Wir haben gerade über dich gesprochen. || Da bist du ja. || Welche Bluse nehmen Sie? || – Die da. || Ist Herr Klein schon da?",29
b1_0635,B1,dabei,included,dahil,incluido,متضمنة,dabei 1.,,word,,,"Was hast du dir dabei gedacht? || Schön, dass du da bist. || Ist deine Familie auch dabei? || Hast du einen Stift dabei?",29
b1_0636,B1,"das Dach, ¨-er","the roof, ¨-er","çatı, ¨-er","el techo, ¨-er",السقف، ¨-إيه,"das Dach, ¨-er 1.",das,noun,¨-er 1.,,Wir müssen das Dach reparieren lassen. || Wir wohnen direkt unter dem Dach.,29
b1_0637,B1,dafür,for that,bunun için,por eso,لذلك,dafür 1.,,word,,,"Meine Schwester interessiert sich für Politik. || Ich interessiere mich nicht dafür. || Ich bin dafür, dass wir möglichst früh losfahren.",29
b1_0638,B1,dagegen,against it,ona karşı,en contra,ضدها,dagegen 1.,,word,,,"Vorsicht, da ist ein Baum! || Fahr nicht dagegen! || Sind Sie für oder gegen ein Rauchverbot? || - Ich bin dagegen. || Ich habe nichts dagegen, dass wir schon nach Hause gehen.",29
b1_0639,B1,daher,therefore,Öyleyse,por lo tanto,لذلك,daher,,word,,,"Ich bin erkältet, daher kann ich heute nicht kommen.",29
b1_0640,B1,dahin,there,Orası,allá,هناك,dahin,,word,,,Der Zug kommt in 30 Minuten. || Bis dahin können wir einen Kaffee trinken.,29
b1_0641,B1,damals,at that time,o zaman,En ese tiempo,في ذلك الوقت,damals,,word,,,Mit 15 wollte ich gerne Klavier spielen lernen. || Aber damals hatte ich kein Geld dafür.,30
b1_0642,B1,"die Dame, -n","the lady, -n","bayan, -n","la dama, -n",السيدة، -ن,"die Dame, -n 1.",die,noun,-n 1.,,Sie ist eine nette alte Dame. || Meine Damen und Herren! || Sehr geehrte Damen und Herren.,30
b1_0643,B1,damit,with it,onunla,con eso,معها,damit 1.,,word,,,"Mach schnell, damit wir nicht zu spät kommen. || Was macht man mit diesem Ding? || - Damit kann man Dosen aufmachen.",30
b1_0644,B1,danach,thereafter,bundan sonra,después de eso,بعد ذلك,danach,,word,,,"Zuerst gehen wir einkaufen, danach grillen wir auf unserem Balkon.",30
b1_0645,B1,daneben,next to it,onun yanında,al lado de él,بجانبه,daneben,,verb,,,"Du weißt doch, wo die Post ist. || Gleich daneben ist die Bank.",30
b1_0646,B1,"danken, dankt, dankte, Ich","thank, thanks, thanked, I","teşekkür ederim, teşekkürler, teşekkür ettim, ben","gracias, gracias, gracias, yo",شكرا، شكرا، شكرا، أنا,"danken, dankt, dankte, Ich",,word,,hat gedankt,danke dir für die Einladung.,30
b1_0647,B1,der Dank1.,the thanks1.,teşekkürler1.,el agradecimiento1.,الشكر1.,der Dank1.,der,noun,,,Vielen Dank für Ihre Mühe. || Hier ist Ihr Kaffee. || – Vielen Dank! || Herzlichen Dank! || Gott sei Dank hat es nicht geregnet.,30
b1_0648,B1,dankbar,thankful,dankbar,agradecido,شاكرين,dankbar,,adjective,,,Ich bin Ihnen sehr dankbar für Ihre Hilfe.,30
b1_0649,B1,danke1.,thank you1.,teşekkür ederim1.,gracias1.,شكرا لك1.,danke1.,,word,,,"Soll ich Ihnen helfen? || Nein, danke, nicht nötig. || Guten Appetit! || – Danke gleichfalls.",30
b1_0650,B1,dann,then,Daha sonra,entonces,ثم,dann 1.,,word,,,"Ich muss noch schnell zur Post, dann komme ich. || Wir waren pünktlich am Bahnhof. || Aber dann hatte der Zug Verspätung. || Ich habe im Moment sehr viel zu tun. || – Dann will ich nicht länger stören. || Wenn es nicht regnet, dann kommen wir.",30
b1_0651,B1,"darstellen, stellt dar,","represent, represents","temsil eder, temsil eder","representar, representa",يمثل، يمثل,"darstellen, stellt dar,",,word,,,Er konnte das Problem sehr gut,30
b1_0652,B1,"stellte dar, hat dargestellt","represented, has represented","temsil etti, temsil etti","representado, ha representado",مثّلت، مثّلت,"stellte dar, hat dargestellt",,word,,,darstellen.,30
b1_0653,B1,"die Darstellung, -en","the representation, -en","temsil, -en","la representación, -es",التمثيل، -en,"die Darstellung, -en",die,noun,-en,,Ihr Buch enthält eine klare Darstellung dieser Probleme.,30
b1_0654,B1,dass,that,O,eso,الذي - التي,dass,,conjunction,,,"Rico hat mir gesagt, dass er auch zur Party kommt.",30
b1_0655,B1,"die Datei, -en","the file, -en","dosya, -en","el archivo, -en",الملف، -en,"die Datei, -en",die,noun,-en,,Wo hast du die Datei gespeichert?,30
b1_0656,B1,"das Datum, die Daten","the date, the data","tarih, veriler","la fecha, los datos",التاريخ، البيانات,"das Datum, die Daten 1.",das,noun,die Daten 1.,,Welches Datum haben wir heute? || Bitte Datum und Unterschrift nicht vergessen. || Ich brauche noch ein paar Daten von Ihnen.,30
b1_0657,B1,die Daten (Plural),the data (plural),veriler (çoğul),los datos (plural),البيانات (الجمع),die Daten (Plural),die,noun,,,Wir haben alle Ihre Daten im Computer.,30
b1_0658,B1,"dauern, dauert, dauerte,","last, lasts, lasted","son, sürer, sürdü","último, dura, duró",آخر، يدوم، يستمر,"dauern, dauert, dauerte,",,word,,hat gedauert,Wie lange dauert die Pause? || – Eine || halbe Stunde.,30
b1_0659,B1,die Dauer1.,the duration1.,süre1.,la duración1.,المدة1.,die Dauer1.,die,noun,,,Sie können das Buch für die Dauer einer Woche ausleihen. || Auf Dauer ist die Arbeit nicht interessant.,30
b1_0660,B1,dauernd,constantly,sürekli,constantemente,باستمرار,dauernd 1.,,word,,,Das dauernde Klingeln des Telefons stört mich. || Er ist dauernd krank.,30
b1_0661,B1,"die Decke, -n","the ceiling, -n","tavan, -n","el techo, -n",السقف، -ن,"die Decke, -n 1.",die,noun,-n 1.,,Im Wohnzimmer haben wir keine Lampe an der Decke. || Kann ich noch eine Decke bekommen? || Mir ist kalt.,30
b1_0662,B1,"dekorieren, dekoriert,","decorate, decorated","süslemek, dekore edilmiş","decorar, decorado",تزيين، تزيين,"dekorieren, dekoriert,",,word,,,"Hilfst du mir, den Tisch für die Party",30
b1_0663,B1,"dekorierte, hat dekoriert","decorated, has decorated","dekore edilmiş, dekore edilmiş","decorado, ha decorado",مزين، مزين,"dekorierte, hat dekoriert",,word,,,zu dekorieren?,30
b1_0664,B1,"denken, denkt, dachte,","think, think, thought","düşünüyorum, düşünüyorum, düşündüm","pensar, pensar, pensar",فكر، فكر، فكر,"denken, denkt, dachte, 1.",,word,,hat gedacht,"Du lachst - was denkst du gerade? || Ich denke, dass du recht hast. || Wir diskutieren gerade über das Rauchen. || Wie denken Sie darüber? || Denk bitte daran, die Heizung auszumachen. || Es ist mir ganz egal, was die Leute von mir denken. || Ich denke oft an meine Familie. || Ich hatte mir gedacht, dass wir zusammen fahren könnten.",30
b1_0665,B1,"der Gedanke, -n1.","the thought, -n1.","düşünce, -n1.","el pensamiento, -n1.",الفكر -ن1.,"der Gedanke, -n1.",der,noun,-n1.,,"Ich muss zuerst meine Gedanken sammeln. || Dein Hinweis bringt mich auf einen Gedanken. || Der Gedanke an das Unglück macht uns traurig. || Lass uns einen Ausflug machen, damit du auf andere Gedanken kommst. || Sie ist ganz in Gedanken versunken.",30
b1_0666,B1,"das Denkmal, ¨-er","the monument, ¨-er","anıt, ¨-er","el monumento, ¨-er",النصب التذكاري، ¨-إيه,"das Denkmal, ¨-er",das,noun,¨-er,,In dieser Stadt gibt es viele berühmte Denkmäler.,30
b1_0667,B1,denn,because,Çünkü,porque,لأن,denn 1.,,conjunction,,,"Ich lerne jetzt auch Portugiesisch, denn ich möchte nach Südamerika reisen. || Wie ist das Spiel denn ausgegangen?",30
b1_0668,B1,"derselbe, dieselbe,","same, same","aynı, aynı","lo mismo, lo mismo",نفس الشيء,"derselbe, dieselbe,",,word,,,Mein Freund und ich gehen in dieselbe,30
b1_0669,B1,dasselbe,same,Aynı,mismo,نفس,dasselbe,,word,,,Schule.,30
b1_0670,B1,deshalb,for this reason,bu nedenle,Por esta razón,لهذا السبب,deshalb,,word,,,Ich war krank. || Deshalb war ich nicht im Büro.,30
b1_0671,B1,"das Dessert, -s →D, A:","the dessert, -s →D, A:","tatlı, -s →D, A:","el postre, -s →D, A:",الحلوى، -s →D، A:,"das Dessert, -s →D, A:",das,noun,"-s →D, A:",,Nach dem Essen gab es noch ein,30
b1_0672,B1,Nachspeise,Dessert,Tatlı,Postre,حَلوَى,Nachspeise,,noun,,,leckeres Dessert.,30
b1_0673,B1,deswegen,because of this,bu yüzden,Debido a esto,بسبب هذا,deswegen,,verb,,,Ich habe falsch geparkt. || Deswegen habe ich einen Strafzettel bekommen.,30
b1_0674,B1,"das Detail, -s","the detail, -s","detay, -s","el detalle, -s",التفاصيل، -s,"das Detail, -s 1.",das,noun,-s 1.,,Dieses Detail ist unwichtig. || Ich habe alles bis ins kleinste Detail vorbereitet.,31
b1_0675,B1,deutlich,clearly,açıkça,claramente,بوضوح,deutlich,,adjective,,,Schreiben Sie bitte deutlich!,31
b1_0676,B1,die Diät,the diet,diyet,la dieta,النظام الغذائي,die Diät,die,noun,,,Ich möchte abnehmen. || Deshalb mache ich eine Diät.,31
b1_0677,B1,"der Dialekt, -e","the dialect, -e","lehçe, -e","el dialecto, -e",اللهجة، -e,"der Dialekt, -e",der,noun,-e,,"Ich verstehe dich besser, wenn du nicht Dialekt sprichst.",31
b1_0678,B1,"der Dialog, -e","the dialogue, -e","diyalog, -e","el diálogo, -e",الحوار، -ه,"der Dialog, -e",der,noun,-e,,Sie hören jetzt einen Dialog.,31
b1_0679,B1,dicht,close,kapalı,cerca,يغلق,dicht,,word,,,Unsere Fenster sind nicht dicht. || Es zieht immer.,31
b1_0680,B1,dick,thick,kalın,grueso,سميك,dick 1.,,word,,,Ich bin zu dick. || Ich muss weniger essen. || Die Wände sind hier sehr dick.,31
b1_0681,B1,"der Dieb, -e","the thief, -e","hırsız, -e","el ladrón, -e",اللص، -ه,"der Dieb, -e",der,noun,-e,,Ein Dieb hat mir auf dem Markt die Tasche gestohlen.,31
b1_0682,B1,"dienen, dient, diente,","serve, serves, served","hizmet eder, hizmet eder, hizmet eder","servir, servir, servir",يخدم، يخدم، يخدم,"dienen, dient, diente, 1.",,word,,hat gedient,Solche Kontakte dienen der || Verbesserung der internationalen Beziehungen. || Dieser Raum dient als Aufenthaltsraum. || Er hat der Firma viele Jahre lang gedient.,31
b1_0683,B1,der Dienst,the service,hizmet,el servicio,الخدمة,der Dienst 1.,der,noun,,,Als Krankenschwester habe ich oft Frühdienst. || Morgen habe ich Dienst. || Deshalb kann ich nicht kommen.,31
b1_0684,B1,dies-,this-,Bu-,este-,هذا-,dies- 1.,,word,,,Wohin fährst du dieses Jahr in Urlaub? || Welche Hose nehmen Sie? || – Diese hier.,31
b1_0685,B1,diesmal,this time,bu sefer,esta vez,هذه المرة,diesmal,,word,,,Die letzten Spiele haben wir verloren. || Diesmal haben wir zum Glück gewonnen.,31
b1_0686,B1,digital,digital,digital,digital,رقمي,digital,,word,,,Ich habe eine Digitaluhr gekauft. || Die geht genauer als meine alte Uhr.,31
b1_0687,B1,"das Ding, -e","the thing, -e","şey, -e","la cosa, -e",الشيء، -ه,"das Ding, -e",das,noun,-e,,Gib mir bitte mal das Ding da drüben.,31
b1_0688,B1,"das Diplom, -e","the diploma, -e","diploma, -e","el diploma, -e",الدبلوم، -ه,"das Diplom, -e",das,noun,-e,,Wo kann ich mein Diplom abholen?,31
b1_0689,B1,direkt,direct,direkt,directo,مباشر,direkt 1.,,word,,,Wir liefern Ihnen die Waren direkt ins Haus. || Das Dorf liegt direkt an der Autobahn. || Gibt es keinen direkten Zug nach Hamburg? || Sie übertragen das Fußballspiel direkt.,31
b1_0690,B1,"der Direktor, -en","the director, -en","yönetmen, -tr","el director, -es",المخرج -en,"der Direktor, -en",der,noun,-en,,Ich möchte gern mit dem Direktor,31
b1_0691,B1,"die Direktorin, -nen","the director, -nen","yönetmen, -nen","el director, -nen",المدير -نين,"die Direktorin, -nen",die,noun,-nen,,sprechen.,31
b1_0692,B1,"die Diskothek, -en/Disko,",the discotheque/discotheque,diskotek / diskotek,la discoteca/discoteca,المرقص / المرقص,"die Diskothek, -en/Disko,",die,noun,-s,,Wir gehen heute Abend in die || Disko(thek).,31
b1_0693,B1,"diskutieren, diskutiert,","discuss, discussed","tartışmak, tartışılmak","discutir, discutido",ناقش، ناقش,"diskutieren, diskutiert,",,word,,,"Wir haben lange diskutiert, wie wir das",31
b1_0694,B1,"diskutierte, hat diskutiert","discussed, has discussed","tartışıldı, tartışıldı","discutido, ha discutido",ناقش، ناقش,"diskutierte, hat diskutiert",,word,,,Büro einrichten sollen.,31
b1_0695,B1,"die Diskussion, -en","the discussion, -en","tartışma, -tr","la discusión, -es",المناقشة، -en,"die Diskussion, -en",die,noun,-en,,Im Fernsehen gab es eine Diskussion zum Thema „Kinderbetreuung“.,31
b1_0696,B1,"die Distanz, -en","the distance, -en","mesafe, -tr","la distancia, -es",المسافة، -en,"die Distanz, -en",die,noun,-en,,Diese Firma transportiert Waren auch über große Distanzen.,31
b1_0697,B1,doch,but,Ancak,pero,لكن,doch 1.,,word,,,"Isst du kein Fleisch? || – Doch, manchmal schon. || Ich habe es mir anders überlegt. || Ich komme doch mit in die Stadt. || Ihr kommt doch heute Abend? || Fragen Sie doch Herrn Müller, der ist Computerspezialist. || Ach, wenn doch schon Sonntag wäre!",31
b1_0698,B1,"der Doktor, -en","the doctor, -en","doktor, -tr","el doctor, -es",الطبيب، -en,"der Doktor, -en 1.",der,noun,-en 1.,,Ist Frau Dr. || Müller da?,31
b1_0699,B1,"die Doktorin, -nen","the doctor, -nen","doktor, -nen","el doctor, -nen",الطبيب، -نين,"die Doktorin, -nen 2.",die,noun,-nen 2.,,Meine Tochter ist krank. || Wir gehen zum Doktor.,31
b1_0700,B1,"das Dokument, -e","the document, -e","belge, -e","el documento, -e",الوثيقة، -ه,"das Dokument, -e 1.",das,noun,-e 1.,,Hast du alle Dokumente für die Anmeldung dabei? || Dieser Stein ist ein wichtiges Dokument für die alte römische Kultur.,31
b1_0701,B1,"donnern, donnert,","thunder, thunder","gök gürültüsü, gök gürültüsü","trueno, trueno",الرعد، الرعد,"donnern, donnert, 1.",,word,,,Hörst du es donnern? || Das Gewitter,31
b1_0702,B1,"donnerte, hat gedonnert","thundered, has thundered","gürledi, gürledi","tronó, ha tronado",رعد، رعد,"donnerte, hat gedonnert",,word,,,kommt näher. || Der Lkw donnert über die Landstraße.,31
b1_0703,B1,"der Donner, -","the thunder, -","gök gürültüsü, -","el trueno, -",الرعد، -,"der Donner, -",der,noun,-,,Der Donner kam erst lange nach dem Blitz.,31
b1_0704,B1,doppelt,double,çift,doble,مزدوج,doppelt,,word,,,Das Buch habe ich doppelt.,31
b1_0705,B1,Doppel-1.,Double 1.,Çift 1.,Doble 1.,مزدوج 1.,Doppel-1.,,noun,,,Wir hätten gern ein Doppelbett. || Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,31
b1_0706,B1,"das Dorf, ¨-er","the village, ¨-er","köy, ¨-er","el pueblo, ¨-er",القرية، ¨-إيه,"das Dorf, ¨-er",das,noun,¨-er,,Unser Dorf liegt direkt an der Autobahn.,31
